,Order ID,Customer ID,Product ID,Order Date,Ship Date,Ship Mode
6023,US-2017-128832,LS-16945,TEC-AC-10004855,4/24/2017,4/27/2017,First Class
6024,CA-2017-139717,DM-13015,OFF-AP-10000938,8/24/2017,8/26/2017,Second Class
6025,CA-2017-139717,DM-13015,OFF-PA-10002195,8/24/2017,8/26/2017,Second Class
6026,CA-2017-136007,AC-10615,OFF-FA-10002701,2/23/2017,3/2/2017,Standard Class
6027,CA-2017-136007,AC-10615,TEC-PH-10003589,2/23/2017,3/2/2017,Standard Class
6028,CA-2016-157364,LT-17110,OFF-AR-10003752,11/19/2016,11/21/2016,First Class
6029,US-2016-112970,TB-21250,OFF-AR-10003829,11/14/2016,11/15/2016,First Class
6030,US-2017-152492,AH-10585,FUR-CH-10000155,7/6/2017,7/6/2017,Same Day
6031,CA-2016-101168,SS-20140,FUR-FU-10003142,12/25/2016,1/1/2017,Standard Class
6032,CA-2017-104010,TD-20995,OFF-SU-10001218,4/23/2017,4/25/2017,First Class
6033,CA-2015-130253,PP-18955,FUR-FU-10002963,12/14/2015,12/18/2015,Standard Class
6034,US-2015-155369,PG-18820,OFF-AP-10002578,4/19/2015,4/25/2015,Standard Class
6035,US-2015-155369,PG-18820,OFF-BI-10003925,4/19/2015,4/25/2015,Standard Class
6036,CA-2016-131205,AA-10645,FUR-FU-10003347,9/4/2016,9/8/2016,Standard Class
6037,CA-2016-131205,AA-10645,OFF-BI-10000315,9/4/2016,9/8/2016,Standard Class
6038,CA-2016-131205,AA-10645,OFF-ST-10002583,9/4/2016,9/8/2016,Standard Class
6039,CA-2016-131205,AA-10645,OFF-AR-10003469,9/4/2016,9/8/2016,Standard Class
6040,CA-2017-122364,FA-14230,TEC-PH-10001817,9/24/2017,9/29/2017,Standard Class
6041,CA-2017-122364,FA-14230,TEC-MA-10001031,9/24/2017,9/29/2017,Standard Class
6042,CA-2016-117912,TB-21520,FUR-FU-10002088,2/4/2016,2/8/2016,Standard Class
6043,CA-2017-145702,AH-10075,FUR-CH-10001482,5/19/2017,5/24/2017,Second Class
6044,CA-2017-145702,AH-10075,OFF-PA-10001526,5/19/2017,5/24/2017,Second Class
6045,CA-2015-113215,CP-12085,FUR-FU-10002937,9/3/2015,9/8/2015,Standard Class
6046,CA-2016-154662,BF-11215,FUR-TA-10001771,6/9/2016,6/16/2016,Standard Class
6047,CA-2015-105571,CP-12340,OFF-BI-10003305,11/7/2015,11/11/2015,Standard Class
6048,CA-2015-105571,CP-12340,OFF-BI-10001359,11/7/2015,11/11/2015,Standard Class
6049,CA-2016-152765,LS-17245,OFF-PA-10000483,6/15/2016,6/18/2016,First Class
6050,CA-2015-153878,TS-21655,OFF-AR-10000658,4/25/2015,4/30/2015,Standard Class
6051,CA-2015-153878,TS-21655,OFF-AP-10001205,4/25/2015,4/30/2015,Standard Class
6052,CA-2016-124016,JS-15940,OFF-PA-10002586,9/23/2016,9/26/2016,Second Class
6053,CA-2016-124016,JS-15940,FUR-FU-10004963,9/23/2016,9/26/2016,Second Class
6054,CA-2016-124016,JS-15940,OFF-BI-10002071,9/23/2016,9/26/2016,Second Class
6055,CA-2016-113551,NF-18385,OFF-BI-10001617,8/18/2016,8/20/2016,First Class
6056,CA-2016-113551,NF-18385,OFF-PA-10004665,8/18/2016,8/20/2016,First Class
6057,CA-2014-107524,KN-16705,OFF-EN-10001990,3/2/2014,3/8/2014,Standard Class
6058,CA-2014-107524,KN-16705,OFF-PA-10000587,3/2/2014,3/8/2014,Standard Class
6059,CA-2014-138072,GA-14725,TEC-AC-10004859,12/30/2014,1/3/2015,Standard Class
6060,CA-2015-134201,EH-14125,OFF-ST-10001476,4/10/2015,4/16/2015,Standard Class
6061,CA-2015-134201,EH-14125,OFF-AR-10002804,4/10/2015,4/16/2015,Standard Class
6062,CA-2015-111780,RA-19285,TEC-CO-10004202,12/25/2015,12/30/2015,Second Class
6063,CA-2015-111780,RA-19285,OFF-PA-10001307,12/25/2015,12/30/2015,Second Class
6064,CA-2015-111780,RA-19285,OFF-PA-10001667,12/25/2015,12/30/2015,Second Class
6065,CA-2015-119942,TT-21070,OFF-LA-10001569,4/5/2015,4/7/2015,First Class
6066,CA-2015-151547,AH-10465,OFF-SU-10000898,1/17/2015,1/23/2015,Standard Class
6067,CA-2017-166695,CC-12430,FUR-CH-10000225,5/20/2017,5/24/2017,Standard Class
6068,CA-2017-166695,CC-12430,FUR-FU-10002191,5/20/2017,5/24/2017,Standard Class
6069,CA-2017-166695,CC-12430,TEC-MA-10003176,5/20/2017,5/24/2017,Standard Class
6070,CA-2017-167542,KD-16495,OFF-LA-10004093,8/13/2017,8/20/2017,Standard Class
6071,CA-2015-120901,BG-11035,OFF-ST-10000025,12/31/2015,1/4/2016,Standard Class
6072,CA-2015-120901,BG-11035,OFF-FA-10001561,12/31/2015,1/4/2016,Standard Class
6073,CA-2015-120901,BG-11035,OFF-SU-10001225,12/31/2015,1/4/2016,Standard Class
6074,CA-2017-121398,FH-14365,OFF-BI-10001718,12/25/2017,12/29/2017,Standard Class
6075,CA-2017-121398,FH-14365,OFF-ST-10002756,12/25/2017,12/29/2017,Standard Class
6076,CA-2016-151561,PG-18820,TEC-AC-10001432,9/1/2016,9/7/2016,Standard Class
6077,CA-2016-151561,PG-18820,TEC-AC-10003399,9/1/2016,9/7/2016,Standard Class
6078,CA-2016-151561,PG-18820,OFF-SU-10001574,9/1/2016,9/7/2016,Standard Class
6079,CA-2016-151561,PG-18820,FUR-FU-10004864,9/1/2016,9/7/2016,Standard Class
6080,CA-2017-154676,NZ-18565,OFF-ST-10001172,8/5/2017,8/8/2017,First Class
6081,US-2014-165589,TB-21595,FUR-FU-10002396,2/18/2014,2/18/2014,Same Day
6082,US-2016-132577,JE-15475,OFF-BI-10004040,11/22/2016,11/27/2016,Standard Class
6083,US-2016-132577,JE-15475,OFF-AR-10003481,11/22/2016,11/27/2016,Standard Class
6084,US-2016-132577,JE-15475,TEC-AC-10000387,11/22/2016,11/27/2016,Standard Class
6085,US-2016-132577,JE-15475,OFF-LA-10000262,11/22/2016,11/27/2016,Standard Class
6086,US-2016-132577,JE-15475,OFF-BI-10003196,11/22/2016,11/27/2016,Standard Class
6087,CA-2015-114048,EH-13945,FUR-FU-10004351,12/14/2015,12/18/2015,Standard Class
6088,CA-2015-137281,BF-10975,OFF-PA-10001870,6/13/2015,6/17/2015,Standard Class
6089,US-2017-162068,PC-18745,OFF-BI-10002813,12/28/2017,12/31/2017,Second Class
6090,CA-2017-100111,SV-20365,FUR-CH-10003846,9/20/2017,9/26/2017,Standard Class
6091,CA-2017-100111,SV-20365,TEC-AC-10002647,9/20/2017,9/26/2017,Standard Class
6092,CA-2017-100111,SV-20365,OFF-PA-10000807,9/20/2017,9/26/2017,Standard Class
6093,CA-2017-100111,SV-20365,TEC-AC-10001465,9/20/2017,9/26/2017,Standard Class
6094,CA-2017-100111,SV-20365,OFF-ST-10000615,9/20/2017,9/26/2017,Standard Class
6095,CA-2017-100111,SV-20365,OFF-PA-10002713,9/20/2017,9/26/2017,Standard Class
6096,CA-2017-100111,SV-20365,FUR-CH-10003061,9/20/2017,9/26/2017,Standard Class
6097,CA-2017-100111,SV-20365,OFF-BI-10000343,9/20/2017,9/26/2017,Standard Class
6098,CA-2017-100111,SV-20365,OFF-FA-10000304,9/20/2017,9/26/2017,Standard Class
6099,CA-2017-100111,SV-20365,FUR-CH-10004086,9/20/2017,9/26/2017,Standard Class
6100,CA-2017-100111,SV-20365,TEC-PH-10002885,9/20/2017,9/26/2017,Standard Class
6101,CA-2017-100111,SV-20365,FUR-CH-10001215,9/20/2017,9/26/2017,Standard Class
6102,CA-2017-100111,SV-20365,TEC-PH-10000215,9/20/2017,9/26/2017,Standard Class
6103,CA-2017-100111,SV-20365,TEC-AC-10001998,9/20/2017,9/26/2017,Standard Class
6104,US-2017-132381,Dp-13240,FUR-TA-10002356,8/22/2017,8/24/2017,First Class
6105,CA-2015-147011,HR-14830,OFF-AR-10002399,6/18/2015,6/22/2015,Standard Class
6106,CA-2014-120852,WB-21850,OFF-AP-10001563,12/20/2014,12/25/2014,Standard Class
6107,CA-2014-120852,WB-21850,TEC-AC-10004510,12/20/2014,12/25/2014,Standard Class
6108,CA-2016-150007,AS-10090,OFF-LA-10001982,9/11/2016,9/16/2016,Standard Class
6109,CA-2016-150007,AS-10090,OFF-BI-10004141,9/11/2016,9/16/2016,Standard Class
6110,CA-2016-124590,SP-20920,FUR-CH-10004495,11/12/2016,11/16/2016,Standard Class
6111,CA-2016-124590,SP-20920,OFF-AP-10002311,11/12/2016,11/16/2016,Standard Class
6112,CA-2016-124590,SP-20920,OFF-FA-10000585,11/12/2016,11/16/2016,Standard Class
6113,CA-2016-124590,SP-20920,FUR-CH-10000454,11/12/2016,11/16/2016,Standard Class
6114,CA-2016-124590,SP-20920,FUR-CH-10003746,11/12/2016,11/16/2016,Standard Class
6115,CA-2016-133802,SP-20650,OFF-BI-10003291,3/14/2016,3/20/2016,Standard Class
6116,US-2016-113677,CM-12655,TEC-PH-10002114,11/13/2016,11/19/2016,Standard Class
6117,US-2016-113677,CM-12655,OFF-LA-10001569,11/13/2016,11/19/2016,Standard Class
6118,CA-2017-143378,JR-16210,TEC-PH-10001425,9/19/2017,9/25/2017,Standard Class
6119,CA-2017-143378,JR-16210,OFF-AR-10001915,9/19/2017,9/25/2017,Standard Class
6120,CA-2017-143378,JR-16210,FUR-FU-10004864,9/19/2017,9/25/2017,Standard Class
6121,CA-2017-143378,JR-16210,FUR-BO-10001972,9/19/2017,9/25/2017,Standard Class
6122,CA-2017-152660,CB-12415,OFF-ST-10000532,12/4/2017,12/9/2017,Standard Class
6123,CA-2015-142139,SD-20485,OFF-PA-10003883,8/31/2015,9/5/2015,Standard Class
6124,CA-2017-145772,SS-20140,TEC-AC-10003038,6/3/2017,6/7/2017,Standard Class
6125,CA-2017-145772,SS-20140,OFF-PA-10001593,6/3/2017,6/7/2017,Standard Class
6126,CA-2017-145772,SS-20140,OFF-BI-10002049,6/3/2017,6/7/2017,Standard Class
6127,CA-2016-124100,EH-13990,FUR-CH-10003817,3/31/2016,4/6/2016,Standard Class
6128,US-2014-158400,AH-10030,OFF-BI-10002353,10/25/2014,10/28/2014,First Class
6129,CA-2017-162033,EM-14200,TEC-AC-10003116,3/26/2017,4/2/2017,Standard Class
6130,CA-2017-162033,EM-14200,OFF-FA-10003021,3/26/2017,4/2/2017,Standard Class
6131,CA-2014-163447,TB-21190,FUR-CH-10004477,12/27/2014,12/31/2014,Standard Class
6132,CA-2017-145737,AB-10165,OFF-PA-10001033,9/15/2017,9/20/2017,Standard Class
6133,CA-2016-148096,AO-10810,FUR-TA-10004152,8/16/2016,8/19/2016,First Class
6134,CA-2016-146766,TT-21220,OFF-AR-10002135,11/4/2016,11/4/2016,Same Day
6135,CA-2015-105613,KN-16705,TEC-AC-10000521,10/18/2015,10/22/2015,Standard Class
6136,CA-2015-105613,KN-16705,OFF-AP-10000026,10/18/2015,10/22/2015,Standard Class
6137,US-2016-142251,FO-14305,OFF-PA-10002986,10/31/2016,11/4/2016,Second Class
6138,CA-2014-131247,GA-14725,FUR-BO-10001337,3/30/2014,4/4/2014,Standard Class
6139,US-2015-113593,NC-18415,OFF-ST-10000532,4/18/2015,4/20/2015,First Class
6140,CA-2017-121083,JF-15190,OFF-PA-10001497,7/9/2017,7/15/2017,Standard Class
6141,CA-2017-121083,JF-15190,OFF-ST-10002554,7/9/2017,7/15/2017,Standard Class
6142,CA-2017-121083,JF-15190,TEC-PH-10001336,7/9/2017,7/15/2017,Standard Class
6143,CA-2017-121083,JF-15190,OFF-AR-10002987,7/9/2017,7/15/2017,Standard Class
6144,CA-2017-151190,GT-14710,OFF-PA-10000575,6/27/2017,7/1/2017,Standard Class
6145,CA-2014-133543,KM-16660,OFF-AR-10003394,12/22/2014,12/26/2014,Standard Class
6146,CA-2017-105130,PJ-18835,OFF-AR-10003394,11/21/2017,11/25/2017,Standard Class
6147,CA-2017-105130,PJ-18835,OFF-BI-10001191,11/21/2017,11/25/2017,Standard Class
6148,CA-2016-161928,AC-10660,TEC-PH-10003484,6/27/2016,6/29/2016,Second Class
6149,CA-2017-101322,JG-15310,FUR-CH-10003968,12/28/2017,12/31/2017,First Class
6150,US-2016-106600,RM-19375,FUR-BO-10001608,4/8/2016,4/11/2016,First Class
6151,CA-2014-111871,EK-13795,FUR-BO-10004218,3/18/2014,3/21/2014,Second Class
6152,CA-2017-139437,RD-19585,OFF-ST-10002485,7/3/2017,7/8/2017,Standard Class
6153,CA-2017-151484,CV-12805,FUR-FU-10001876,4/20/2017,4/23/2017,First Class
6154,CA-2017-151484,CV-12805,OFF-ST-10002370,4/20/2017,4/23/2017,First Class
6155,CA-2017-151484,CV-12805,OFF-ST-10000142,4/20/2017,4/23/2017,First Class
6156,CA-2017-151484,CV-12805,FUR-FU-10004671,4/20/2017,4/23/2017,First Class
6157,CA-2016-104150,AG-10330,OFF-EN-10002504,8/3/2016,8/5/2016,Second Class
6158,CA-2016-104150,AG-10330,TEC-AC-10004803,8/3/2016,8/5/2016,Second Class
6159,CA-2016-161025,GM-14440,OFF-ST-10001932,12/3/2016,12/9/2016,Standard Class
6160,CA-2014-103989,MC-17605,TEC-PH-10004667,3/19/2014,3/21/2014,First Class
6161,CA-2014-103989,MC-17605,OFF-LA-10000443,3/19/2014,3/21/2014,First Class
6162,CA-2014-103989,MC-17605,OFF-ST-10000918,3/19/2014,3/21/2014,First Class
6163,CA-2014-103989,MC-17605,OFF-BI-10001196,3/19/2014,3/21/2014,First Class
6164,CA-2014-103989,MC-17605,FUR-FU-10003981,3/19/2014,3/21/2014,First Class
6165,CA-2014-103989,MC-17605,FUR-FU-10002508,3/19/2014,3/21/2014,First Class
6166,CA-2014-103989,MC-17605,TEC-AC-10002647,3/19/2014,3/21/2014,First Class
6167,CA-2015-142433,ES-14020,OFF-PA-10002377,4/20/2015,4/25/2015,Standard Class
6168,CA-2015-132815,RW-19540,OFF-PA-10004530,9/19/2015,9/22/2015,Second Class
6169,CA-2014-101266,MM-17920,OFF-PA-10002986,8/27/2014,8/30/2014,Second Class
6170,CA-2016-141523,MH-17440,OFF-BI-10000948,12/19/2016,12/24/2016,Second Class
6171,CA-2016-141523,MH-17440,OFF-AR-10001545,12/19/2016,12/24/2016,Second Class
6172,US-2014-106299,NZ-18565,OFF-BI-10001758,8/2/2014,8/8/2014,Standard Class
6173,US-2014-106299,NZ-18565,TEC-AC-10003237,8/2/2014,8/8/2014,Standard Class
6174,US-2014-106299,NZ-18565,OFF-ST-10002011,8/2/2014,8/8/2014,Standard Class
6175,CA-2015-158421,GB-14575,FUR-CH-10000309,9/21/2015,9/26/2015,Standard Class
6176,CA-2015-158421,GB-14575,OFF-ST-10002444,9/21/2015,9/26/2015,Standard Class
6177,CA-2015-158421,GB-14575,OFF-EN-10001453,9/21/2015,9/26/2015,Standard Class
6178,CA-2015-158421,GB-14575,OFF-PA-10001801,9/21/2015,9/26/2015,Standard Class
6179,CA-2015-158421,GB-14575,OFF-ST-10000563,9/21/2015,9/26/2015,Standard Class
6180,CA-2015-158421,GB-14575,TEC-PH-10000369,9/21/2015,9/26/2015,Standard Class
6181,CA-2015-158421,GB-14575,TEC-PH-10002538,9/21/2015,9/26/2015,Standard Class
6182,CA-2015-158421,GB-14575,OFF-BI-10000050,9/21/2015,9/26/2015,Standard Class
6183,CA-2015-158421,GB-14575,OFF-ST-10004186,9/21/2015,9/26/2015,Standard Class
6184,CA-2016-143609,DB-13270,FUR-CH-10004218,12/11/2016,12/13/2016,First Class
6185,CA-2015-138331,JK-15625,OFF-AR-10002952,8/7/2015,8/12/2015,Standard Class
6186,CA-2015-138954,MH-17785,OFF-ST-10003058,11/15/2015,11/17/2015,First Class
6187,CA-2015-138954,MH-17785,OFF-BI-10003963,11/15/2015,11/17/2015,First Class
6188,CA-2015-138954,MH-17785,OFF-AR-10001955,11/15/2015,11/17/2015,First Class
6189,CA-2017-157903,AM-10705,TEC-PH-10004345,4/4/2017,4/8/2017,Standard Class
6190,CA-2016-157259,JM-15535,FUR-FU-10003192,12/24/2016,12/28/2016,Standard Class
6191,CA-2017-107986,MW-18220,OFF-ST-10001325,12/13/2017,12/13/2017,Same Day
6192,CA-2017-104927,AG-10330,OFF-PA-10000019,12/22/2017,12/26/2017,Standard Class
6193,CA-2017-104927,AG-10330,OFF-BI-10003429,12/22/2017,12/26/2017,Standard Class
6194,CA-2017-104927,AG-10330,OFF-PA-10000176,12/22/2017,12/26/2017,Standard Class
6195,CA-2017-113453,CM-12160,TEC-PH-10004165,10/21/2017,10/28/2017,Standard Class
6196,CA-2017-113453,CM-12160,OFF-ST-10000352,10/21/2017,10/28/2017,Standard Class
6197,CA-2015-149909,RA-19915,OFF-PA-10000726,11/13/2015,11/17/2015,Standard Class
6198,CA-2015-149909,RA-19915,TEC-PH-10001536,11/13/2015,11/17/2015,Standard Class
6199,CA-2015-149909,RA-19915,OFF-PA-10001790,11/13/2015,11/17/2015,Standard Class
6200,CA-2015-146675,SB-20185,TEC-CO-10001766,4/16/2015,4/20/2015,Standard Class
6201,CA-2015-146675,SB-20185,TEC-AC-10004396,4/16/2015,4/20/2015,Standard Class
6202,CA-2016-118332,PK-19075,FUR-CH-10001708,12/16/2016,12/23/2016,Standard Class
6203,CA-2016-133669,SV-20935,TEC-PH-10001305,10/21/2016,10/27/2016,Standard Class
6204,CA-2017-145660,MG-17650,FUR-FU-10002885,12/1/2017,12/3/2017,First Class
6205,CA-2016-133697,CM-12445,OFF-PA-10000726,10/20/2016,10/24/2016,Second Class
6206,CA-2016-133697,CM-12445,OFF-FA-10003112,10/20/2016,10/24/2016,Second Class
6207,CA-2016-133697,CM-12445,FUR-CH-10002372,10/20/2016,10/24/2016,Second Class
6208,CA-2017-148138,ME-18010,OFF-ST-10000563,9/29/2017,10/3/2017,Standard Class
6209,CA-2017-119809,YS-21880,OFF-BI-10003925,8/18/2017,8/25/2017,Standard Class
6210,CA-2017-119809,YS-21880,OFF-ST-10003306,8/18/2017,8/25/2017,Standard Class
6211,CA-2017-119809,YS-21880,FUR-FU-10001475,8/18/2017,8/25/2017,Standard Class
6212,CA-2017-149944,MB-17305,OFF-FA-10003495,11/12/2017,11/16/2017,Second Class
6213,CA-2017-149944,MB-17305,OFF-AP-10004708,11/12/2017,11/16/2017,Second Class
6214,CA-2014-128538,AS-10240,OFF-EN-10001219,10/11/2014,10/15/2014,Standard Class
6215,CA-2015-161711,MC-17425,FUR-FU-10000087,11/28/2015,12/3/2015,Standard Class
6216,CA-2015-161711,MC-17425,OFF-EN-10001539,11/28/2015,12/3/2015,Standard Class
6217,US-2015-129553,PG-18820,TEC-PH-10004897,7/27/2015,8/2/2015,Standard Class
6218,CA-2016-160220,JS-16030,TEC-PH-10001300,10/20/2016,10/26/2016,Standard Class
6219,CA-2016-160220,JS-16030,TEC-PH-10001557,10/20/2016,10/26/2016,Standard Class
6220,CA-2016-160220,JS-16030,OFF-ST-10000617,10/20/2016,10/26/2016,Standard Class
6221,US-2017-157224,JB-16000,OFF-LA-10000121,9/14/2017,9/18/2017,Second Class
6222,CA-2017-140627,DK-12985,FUR-FU-10000087,12/23/2017,12/27/2017,Standard Class
6223,CA-2017-140627,DK-12985,OFF-AR-10000422,12/23/2017,12/27/2017,Standard Class
6224,CA-2017-140627,DK-12985,OFF-ST-10004123,12/23/2017,12/27/2017,Standard Class
6225,CA-2015-133445,JF-15490,FUR-BO-10003660,10/5/2015,10/9/2015,Standard Class
6226,CA-2015-133445,JF-15490,FUR-CH-10000422,10/5/2015,10/9/2015,Standard Class
6227,CA-2014-148782,PO-18850,TEC-PH-10002923,11/2/2014,11/7/2014,Standard Class
6228,CA-2016-148208,BT-11530,TEC-PH-10004093,1/22/2016,1/27/2016,Standard Class
6229,CA-2016-148208,BT-11530,TEC-AC-10000171,1/22/2016,1/27/2016,Standard Class
6230,CA-2017-127656,NW-18400,OFF-AR-10001166,7/11/2017,7/17/2017,Standard Class
6231,US-2017-142188,JF-15415,FUR-CH-10003199,9/11/2017,9/11/2017,Same Day
6232,US-2017-142188,JF-15415,OFF-PA-10002005,9/11/2017,9/11/2017,Same Day
6233,US-2017-142188,JF-15415,OFF-PA-10004101,9/11/2017,9/11/2017,Same Day
6234,US-2017-142188,JF-15415,OFF-BI-10004600,9/11/2017,9/11/2017,Same Day
6235,US-2017-142188,JF-15415,TEC-PH-10000127,9/11/2017,9/11/2017,Same Day
6236,CA-2016-144400,AC-10420,OFF-EN-10004386,2/23/2016,2/27/2016,Standard Class
6237,US-2016-155180,TB-21280,OFF-BI-10004506,1/22/2016,1/29/2016,Standard Class
6238,CA-2015-134075,HA-14905,FUR-FU-10004597,12/12/2015,12/16/2015,Standard Class
6239,CA-2015-134075,HA-14905,OFF-ST-10001496,12/12/2015,12/16/2015,Standard Class
6240,US-2016-131912,LH-17155,OFF-BI-10004236,10/29/2016,11/1/2016,Second Class
6241,CA-2017-141572,LO-17170,FUR-FU-10001185,5/28/2017,5/31/2017,Second Class
6242,CA-2014-134621,DP-13390,OFF-BI-10000977,12/21/2014,12/28/2014,Standard Class
6243,CA-2016-165561,CR-12580,OFF-SU-10004782,11/24/2016,11/28/2016,Standard Class
6244,CA-2015-112305,KB-16405,OFF-AR-10002067,11/20/2015,11/25/2015,Standard Class
6245,CA-2015-112305,KB-16405,FUR-FU-10002364,11/20/2015,11/25/2015,Standard Class
6246,CA-2015-112305,KB-16405,TEC-AC-10002018,11/20/2015,11/25/2015,Standard Class
6247,CA-2017-121580,ML-17410,OFF-BI-10000632,5/29/2017,6/4/2017,Standard Class
6248,CA-2017-121580,ML-17410,FUR-FU-10003981,5/29/2017,6/4/2017,Standard Class
6249,CA-2017-121580,ML-17410,OFF-AP-10001564,5/29/2017,6/4/2017,Standard Class
6250,CA-2017-121580,ML-17410,OFF-PA-10004082,5/29/2017,6/4/2017,Standard Class
6251,CA-2014-101147,MC-17575,OFF-AP-10004249,12/2/2014,12/4/2014,First Class
6252,CA-2014-165806,VM-21685,OFF-PA-10003441,4/7/2014,4/7/2014,Same Day
6253,CA-2014-165806,VM-21685,TEC-PH-10004922,4/7/2014,4/7/2014,Same Day
6254,CA-2015-151624,VW-21775,FUR-FU-10001731,9/8/2015,9/14/2015,Standard Class
6255,CA-2017-139444,GK-14620,OFF-LA-10000134,9/9/2017,9/15/2017,Standard Class
6256,CA-2015-133977,AT-10435,OFF-BI-10003166,9/6/2015,9/8/2015,Second Class
6257,CA-2017-141425,AR-10825,OFF-SU-10000646,11/2/2017,11/6/2017,Second Class
6258,CA-2015-133536,JH-15820,OFF-EN-10004459,3/28/2015,3/30/2015,Second Class
6259,CA-2015-150441,RA-19285,OFF-BI-10003529,8/13/2015,8/17/2015,Second Class
6260,CA-2015-162607,RO-19780,OFF-BI-10002949,5/12/2015,5/18/2015,Standard Class
6261,CA-2017-103506,LR-17035,OFF-LA-10001158,7/23/2017,7/27/2017,Standard Class
6262,CA-2016-132479,MK-17905,OFF-BI-10004584,9/24/2016,9/26/2016,First Class
6263,CA-2017-160724,YS-21880,OFF-BI-10004965,5/5/2017,5/10/2017,Standard Class
6264,US-2016-115952,JH-15910,OFF-BI-10004654,10/6/2016,10/6/2016,Same Day
6265,CA-2014-146731,AT-10735,OFF-PA-10000141,11/3/2014,11/8/2014,Standard Class
6266,CA-2014-146731,AT-10735,OFF-PA-10001019,11/3/2014,11/8/2014,Standard Class
6267,CA-2015-115392,RM-19675,TEC-PH-10002496,10/1/2015,10/4/2015,Second Class
6268,CA-2015-115392,RM-19675,OFF-BI-10000829,10/1/2015,10/4/2015,Second Class
6269,CA-2017-102379,BB-11545,TEC-PH-10001448,12/2/2017,12/6/2017,Standard Class
6270,CA-2017-102379,BB-11545,FUR-CH-10004983,12/2/2017,12/6/2017,Standard Class
6271,CA-2017-102379,BB-11545,OFF-AR-10004022,12/2/2017,12/6/2017,Standard Class
6272,CA-2017-149706,AS-10285,TEC-AC-10001284,12/11/2017,12/12/2017,First Class
6273,US-2016-139087,DK-13375,FUR-FU-10001847,7/17/2016,7/22/2016,Second Class
6274,US-2016-139087,DK-13375,TEC-AC-10004595,7/17/2016,7/22/2016,Second Class
6275,US-2016-139087,DK-13375,FUR-FU-10004164,7/17/2016,7/22/2016,Second Class
6276,US-2016-139087,DK-13375,OFF-LA-10001074,7/17/2016,7/22/2016,Second Class
6277,US-2016-139087,DK-13375,OFF-ST-10000604,7/17/2016,7/22/2016,Second Class
6278,US-2016-139087,DK-13375,TEC-PH-10000148,7/17/2016,7/22/2016,Second Class
6279,US-2016-139087,DK-13375,OFF-BI-10000042,7/17/2016,7/22/2016,Second Class
6280,CA-2017-152226,JH-15910,OFF-LA-10000443,5/12/2017,5/16/2017,Standard Class
6281,CA-2015-116484,JK-15205,FUR-FU-10002874,11/20/2015,11/26/2015,Standard Class
6282,CA-2015-116484,JK-15205,OFF-ST-10003994,11/20/2015,11/26/2015,Standard Class
6283,CA-2016-100944,EH-13765,OFF-EN-10001453,9/24/2016,9/28/2016,Standard Class
6284,CA-2016-100944,EH-13765,FUR-CH-10000988,9/24/2016,9/28/2016,Standard Class
6285,CA-2016-125080,VW-21775,FUR-TA-10003238,10/21/2016,10/26/2016,Standard Class
6286,CA-2016-121020,CG-12040,TEC-PH-10001061,10/24/2016,10/31/2016,Standard Class
6287,CA-2014-100090,EB-13705,FUR-TA-10003715,7/8/2014,7/12/2014,Standard Class
6288,CA-2014-100090,EB-13705,OFF-BI-10001597,7/8/2014,7/12/2014,Standard Class
6289,US-2015-139675,NF-18595,FUR-CH-10004063,3/13/2015,3/18/2015,Second Class
6290,US-2015-139675,NF-18595,FUR-FU-10001979,3/13/2015,3/18/2015,Second Class
6291,CA-2017-143756,ME-17725,FUR-CH-10001854,12/2/2017,12/5/2017,First Class
6292,CA-2015-151253,AZ-10750,TEC-PH-10002923,4/22/2015,4/26/2015,Standard Class
6293,CA-2015-151253,AZ-10750,OFF-AR-10004691,4/22/2015,4/26/2015,Standard Class
6294,CA-2014-141152,RF-19345,OFF-BI-10002931,9/16/2014,9/19/2014,First Class
6295,CA-2014-141313,AJ-10780,OFF-AP-10002651,12/28/2014,1/1/2015,Standard Class
6296,CA-2014-141313,AJ-10780,OFF-ST-10000689,12/28/2014,1/1/2015,Standard Class
6297,CA-2014-141313,AJ-10780,OFF-PA-10003302,12/28/2014,1/1/2015,Standard Class
6298,CA-2014-169852,SF-20965,OFF-BI-10001460,10/21/2014,10/26/2014,Standard Class
6299,CA-2017-107314,MZ-17335,FUR-FU-10003489,11/30/2017,12/3/2017,First Class
6300,US-2014-161305,SB-20170,OFF-BI-10002794,6/6/2014,6/12/2014,Standard Class
6301,US-2014-161305,SB-20170,OFF-EN-10000461,6/6/2014,6/12/2014,Standard Class
6302,CA-2017-166919,AH-10210,TEC-PH-10001305,11/23/2017,11/27/2017,Standard Class
6303,CA-2017-162712,NK-18490,OFF-PA-10000167,6/18/2017,6/20/2017,Second Class
6304,CA-2017-107552,AI-10855,OFF-PA-10002947,5/5/2017,5/5/2017,Same Day
6305,CA-2016-163328,TP-21565,OFF-SU-10002301,11/4/2016,11/6/2016,Second Class
6306,CA-2016-163328,TP-21565,FUR-CH-10003298,11/4/2016,11/6/2016,Second Class
6307,CA-2016-163328,TP-21565,OFF-PA-10004353,11/4/2016,11/6/2016,Second Class
6308,CA-2016-163328,TP-21565,FUR-CH-10000229,11/4/2016,11/6/2016,Second Class
6309,CA-2016-163328,TP-21565,OFF-LA-10003930,11/4/2016,11/6/2016,Second Class
6310,CA-2016-163328,TP-21565,OFF-PA-10000176,11/4/2016,11/6/2016,Second Class
